省庁名,部局名,会計名,分類種類名,口座名,所在地,口座別合計価格　（円）,土地合計数量　（u）,土地合計価格　（円）,建物合計数量（建）　（u）,建物合計数量（延）　（u）,建物合計価格　（円）,立木竹価格　（円）,工作物価格　（円）,船舶数量,船舶価格　（円）,航空機数量,航空機価格　（円）,地上権等数量,地上権等価格　（円）,特許権等数量,特許権等価格　（円）,政府出資等価格　（円）,不動産の信託の受益権価格　（円）,都市計画区域,用途地域,建ぺい率,容積率
農林水産省,北海道,一般会計,普通財産(各省各庁所管),美原地区,北海道江別市内,5,16738.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,北海道,一般会計,普通財産(各省各庁所管),江鳶地区,北海道斜里郡清里町内,1,449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,北海道,一般会計,普通財産(各省各庁所管),栄地区,北海道網走市内,26911,4491.00,26911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,北海道,一般会計,普通財産(各省各庁所管),栄地区,北海道網走市内,1696,599,1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,北海道,一般会計,普通財産(各省各庁所管),サックル地区,北海道紋別郡滝上町内,1,1870.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,北海道,一般会計,普通財産(各省各庁所管),チャンベツ地区,北海道川上郡標茶町内,160361,105919.00,160361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,北海道,一般会計,普通財産(各省各庁所管),社地区,北海道虻田郡真狩村内,7666,852,7666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,北海道,一般会計,普通財産(各省各庁所管),桔梗地区,北海道函館市内,1,561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,農林水産技術会議事務局,一般会計,普通財産(各省各庁所管),農林水産技術会議事務局,東京都千代田区霞が関１−２−１,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,-,-,-
農林水産省,政策統括官,一般会計,普通財産(各省各庁所管),農林水産省政策統括官,東京都千代田区霞が関１−２−１,32226811,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32226811,0,0,-,-,-,-
農林水産省,東北農政局,一般会計,普通財産(各省各庁所管),東北農政局,宮城県仙台市青葉区本町３−３−１,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,-,-,-
農林水産省,青森県,一般会計,普通財産(各省各庁所管),青森市農業委員会,青森県青森市内,1,425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,-,-
農林水産省,青森県,一般会計,普通財産(各省各庁所管),平川市農業委員会,青森県平川市内,661098,2368.00,661098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,青森県,一般会計,普通財産(各省各庁所管),建石地区,青森県西津軽郡鰺ケ沢町内,20293,51,20293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,青森県,一般会計,普通財産(各省各庁所管),第三小湊地区,青森県東津軽郡平内町内,54365,5547.00,54365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,青森県,一般会計,普通財産(各省各庁所管),岩木山ろく地区,青森県弘前市内,185424,20723.00,185424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,青森県,一般会計,普通財産(各省各庁所管),芦野地区,青森県五所川原市内,217333,4353.00,217333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,青森県,一般会計,普通財産(各省各庁所管),海老川地区,青森県むつ市内,1,891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,岩手県,一般会計,普通財産(各省各庁所管),葛巻町農業委員会,岩手県岩手郡葛巻町内,14286,1052.00,14286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,岩手県,一般会計,普通財産(各省各庁所管),奥州市農業委員会,岩手県奥州市内,8808,749,8808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,60,200
農林水産省,岩手県,一般会計,普通財産(各省各庁所管),若柳開田その１地区,岩手県奥州市内,140342,8866.00,140342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,岩手県,一般会計,普通財産(各省各庁所管),白岩地区,岩手県奥州市内,116948,7208.00,116948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,岩手県,一般会計,普通財産(各省各庁所管),稲瀬地区,岩手県北上市内,14336,770,14336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,岩手県,一般会計,普通財産(各省各庁所管),別れ牧野林地区,岩手県滝沢市内,5,1289.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,岩手県,一般会計,普通財産(各省各庁所管),甲子松倉地区,岩手県釜石市内,1,194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,岩手県,一般会計,普通財産(各省各庁所管),高野山地区,岩手県一関市内,27,5306.17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,岩手県,一般会計,普通財産(各省各庁所管),外浦地区,岩手県奥州市内,117843,4474.17,117843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,岩手県,一般会計,普通財産(各省各庁所管),羽田地区,岩手県奥州市内,59000,475.51,59000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,岩手県,一般会計,普通財産(各省各庁所管),若柳開田その２地区,岩手県奥州市内,62389,3761.00,62389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,宮城県,一般会計,普通財産(各省各庁所管),仙台市農業委員会,宮城県仙台市太白区内,30694,796,30694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,-,-
農林水産省,宮城県,一般会計,普通財産(各省各庁所管),亘理町農業委員会,宮城県亘理郡亘理町内,4254795,332,4254795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,第二種住居地域,60,200
農林水産省,宮城県,一般会計,普通財産(各省各庁所管),栗原市農業委員会,宮城県栗原市内,122116,3268.00,122116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,宮城県,一般会計,普通財産(各省各庁所管),村田町農業委員会,宮城県柴田郡村田町内,6597,578,6597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,宮城県,一般会計,普通財産(各省各庁所管),大崎市農業委員会,宮城県大崎市内,31729,765,31729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,宮城県,一般会計,普通財産(各省各庁所管),南三陸町農業委員会,宮城県本吉郡南三陸町内,272912,265,272912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,宮城県,一般会計,普通財産(各省各庁所管),石巻市農業委員会,宮城県石巻市内,4003,95,4003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,-,-
農林水産省,宮城県,一般会計,普通財産(各省各庁所管),登米市農業委員会,宮城県登米市内,18652,248,18652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,宮城県,一般会計,普通財産(各省各庁所管),東松島市農業委員会,宮城県東松島市内,483,23,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,宮城県,一般会計,普通財産(各省各庁所管),北原尾地区,宮城県刈田郡蔵王町内,12915,4396.00,12915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,宮城県,一般会計,普通財産(各省各庁所管),横川地区,宮城県刈田郡七ケ宿町内,2,4423.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,宮城県,一般会計,普通財産(各省各庁所管),生出地区,宮城県仙台市太白区内,40549,1965.00,40549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,-,-
農林水産省,宮城県,一般会計,普通財産(各省各庁所管),鈎取地区,宮城県仙台市太白区内,3,966,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,-,-
農林水産省,宮城県,一般会計,普通財産(各省各庁所管),広瀬地区,宮城県仙台市青葉区内,11844,2270.00,11844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,-,-
農林水産省,宮城県,一般会計,普通財産(各省各庁所管),苦地地区,宮城県仙台市青葉区内,1888,106,1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,-,-
農林水産省,宮城県,一般会計,普通財産(各省各庁所管),南赤石地区,宮城県仙台市太白区内,3,165,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,-,-
農林水産省,宮城県,一般会計,普通財産(各省各庁所管),前川地区,宮城県柴田郡川崎町内,25911,861,25911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,秋田県,一般会計,普通財産(各省各庁所管),秋田市農業委員会,秋田県秋田市内,65769370,4002.00,65769370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域 外,60,200
農林水産省,秋田県,一般会計,普通財産(各省各庁所管),鹿角市農業委員会,秋田県鹿角市内,108693,4060.00,108693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,秋田県,一般会計,普通財産(各省各庁所管),大館市農業委員会,秋田県大館市内,46312,1415.00,46312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,秋田県,一般会計,普通財産(各省各庁所管),男鹿市農業委員会,秋田県男鹿市内,588852,5987.00,588852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,秋田県,一般会計,普通財産(各省各庁所管),由利本荘市農業委員会,秋田県由利本荘市内,10065829,689,10065829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,秋田県,一般会計,普通財産(各省各庁所管),潟上市農業委員会,秋田県潟上市内,203252,3214.00,203252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,秋田県,一般会計,普通財産(各省各庁所管),大仙市農業委員会,秋田県大仙市内,16658,176,16658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,秋田県,一般会計,普通財産(各省各庁所管),仙北市農業委員会,秋田県仙北市内,3754,267,3754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,秋田県,一般会計,普通財産(各省各庁所管),横手市農業委員会,秋田県横手市内,4693674,2499.00,4693674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,秋田県,一般会計,普通財産(各省各庁所管),にかほ市農業委員会,秋田県にかほ市内,13011,706,13011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,秋田県,一般会計,普通財産(各省各庁所管),三種町農業委員会,秋田県山本郡三種町内,3519,315,3519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,秋田県,一般会計,普通財産(各省各庁所管),五城目町農業委員会,秋田県南秋田郡五城目町内,20321,838,20321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,秋田県,一般会計,普通財産(各省各庁所管),山口地区,秋田県仙北市内,1305374,67000.00,1305374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,秋田県,一般会計,普通財産(各省各庁所管),畑山代替地区,秋田県大仙市内,813325,31119.00,813325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,秋田県,一般会計,普通財産(各省各庁所管),将軍野地区,秋田県秋田市内,3292422074,117412.00,3292422074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,準工業地域,-,-
農林水産省,秋田県,一般会計,普通財産(各省各庁所管),大張野地区,秋田県秋田市内,15705,1983.00,15705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,秋田県,一般会計,普通財産(各省各庁所管),大泉寺山地区,秋田県由利本荘市内,5177012,358,5177012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,秋田県,一般会計,普通財産(各省各庁所管),浦山地区,秋田県秋田市内,392984,22053.00,392984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,秋田県,一般会計,普通財産(各省各庁所管),下黒川地区,秋田県由利本荘市内,560667,21371.00,560667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,秋田県,一般会計,普通財産(各省各庁所管),新間地区,秋田県南秋田郡井川町内,44712,1679.00,44712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,秋田県,一般会計,普通財産(各省各庁所管),円行寺地区,秋田県大仙市内,64856,3378.00,64856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,秋田県,一般会計,普通財産(各省各庁所管),切留平地区,秋田県鹿角市鹿角市地内,5,4919.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,山形県,一般会計,普通財産(各省各庁所管),南陽市農業委員会,山形県南陽市内,33508,1466.00,33508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,山形県,一般会計,普通財産(各省各庁所管),川西町農業委員会,山形県東置賜郡川西町内,2187,372,2187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,山形県,一般会計,普通財産(各省各庁所管),鶴岡市農業委員会,山形県鶴岡市内,2551898,2821.00,2551898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,山形県,一般会計,普通財産(各省各庁所管),酒田市農業委員会,山形県酒田市内,15430,433,15430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,-,-
農林水産省,山形県,一般会計,普通財産(各省各庁所管),新庄市農業委員会,山形県新庄市内,142481,2699.00,142481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,山形県,一般会計,普通財産(各省各庁所管),寒河江市農業委員会,山形県寒河江市内,217443,17,217443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,準工業地域,60,200
農林水産省,山形県,一般会計,普通財産(各省各庁所管),長井市農業委員会,山形県長井市内,5,824,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,山形県,一般会計,普通財産(各省各庁所管),米沢市農業委員会,山形県米沢市米沢市地内,4460,569,4460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,山形県,一般会計,普通財産(各省各庁所管),芦沢地区,山形県尾花沢市内,6,16577.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,山形県,一般会計,普通財産(各省各庁所管),南原地区,山形県米沢市内,24272,3096.00,24272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,山形県,一般会計,普通財産(各省各庁所管),小湯地区,山形県東置賜郡高畠町内,3745,273,3745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,山形県,一般会計,普通財産(各省各庁所管),牛森地区,山形県米沢市内,32794,4183.00,32794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外 外,都市計画用途地域指定なし,-,-
農林水産省,山形県,一般会計,普通財産(各省各庁所管),添川地区,山形県西置賜郡飯豊町内,5220,761,5220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,山形県,一般会計,普通財産(各省各庁所管),名木沢地区,山形県尾花沢市内,4310,733,4310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,山形県,一般会計,普通財産(各省各庁所管),西根地区,山形県長井市内,4268,396,4268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,山形県,一般会計,普通財産(各省各庁所管),油戸地区,山形県鶴岡市内,607,44,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,山形県,一般会計,普通財産(各省各庁所管),河北地区,山形県東置賜郡高畠町内,11845,1343.00,11845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),福島市農業委員会,福島県福島市内,25557938,8841.00,25557938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),郡山市農業委員会,福島県郡山市内,15597732,1569.00,15597732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域 外,60,200
農林水産省,福島県,一般会計,普通財産(各省各庁所管),須賀川市農業委員会,福島県須賀川市内,10206493,4018.00,10206493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),喜多方市農業委員会,福島県喜多方市内,2080152,2186.00,2080152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,第一種住居地域,60,200
農林水産省,福島県,一般会計,普通財産(各省各庁所管),相馬市農業委員会,福島県相馬市内,3138549,3159.00,3138549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),いわき市農業委員会,福島県いわき市内,26318080,3459.00,26318080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),白河市農業委員会,福島県白河市内,1422815,257,1422815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外 外,都市計画用途地域指定なし 外,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),二本松市農業委員会,福島県二本松市内,1683672,1048.00,1683672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),浪江町農業委員会,福島県双葉郡浪江町内,8,2214.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),会津美里町農業委員会,福島県大沼郡会津美里町内,9075,1029.00,9075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),伊達市農業委員会,福島県伊達市内,2548400,400,2548400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,第二種住居地域,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),南会津町農業委員会,福島県南会津郡南会津町内,371498,360,371498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),元軍馬補充部白河支部地区,福島県西白河郡西郷村内,51636,4853.00,51636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),赤坂地区,福島県双葉郡浪江町内,1,6644.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),小池原地区,福島県南相馬市内,54831,5596.00,54831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),矢吹原地区,福島県西白河郡泉崎村内,31080,1295.00,31080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),新安積白江工区地区,福島県須賀川市内,1866291,8677.00,1866291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),沼江地区,福島県相馬郡飯舘村内,6,4364.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),津島村地区,福島県双葉郡浪江町内,1,368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),苅野村地区,福島県双葉郡浪江町内,1,359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),藤川村地区,福島県大沼郡会津美里町内,1915,133,1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),新沼干拓地区,福島県相馬市内,85737,2372.00,85737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),新安積稲田工区地区,福島県須賀川市内,42316,4988.00,42316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),月形村工区,福島県郡山市内,15557,1004.00,15557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,福島県,一般会計,普通財産(各省各庁所管),五十沢村工区地区,福島県伊達市伊達市地内,425521,24965.00,425521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,関東農政局,一般会計,普通財産(各省各庁所管),佐久市春日,長野県佐久市春日字上沖４８３９−４,9315,15,9315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,60,200
農林水産省,関東農政局,一般会計,普通財産(各省各庁所管),つくば市上横場,茨城県つくば市上横場字本郷地２６８５,178976,544,178976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
農林水産省,関東農政局,一般会計,普通財産(各省各庁所管),三笠山地区,茨城県鹿嶋市内,17833899,1000.00,17833899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種住居地域,-,-
農林水産省,関東農政局,一般会計,普通財産(各省各庁所管),上厚崎地区,栃木県那須塩原市内,101983290,7822.00,101983290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種住居地域,-,-
農林水産省,関東農政局,一般会計,普通財産(各省各庁所管),横根山地区,栃木県鹿沼市内,7397632,485,7397632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種住居地域,-,-
農林水産省,関東農政局,一般会計,普通財産(各省各庁所管),和泉地区,栃木県芳賀郡芳賀町内,8609327,818,8609327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,関東農政局,一般会計,普通財産(各省各庁所管),遠山村地区,千葉県成田市内,5539489,354,5539489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,関東農政局,一般会計,普通財産(各省各庁所管),木更津市地区,千葉県木更津市内,119605514,6666.00,119605514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第二種住居地域,-,-
農林水産省,関東農政局,一般会計,普通財産(各省各庁所管),習志野演習場地区,千葉県習志野市内,82459220,1153.00,82459220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,-,-
農林水産省,関東農政局,一般会計,普通財産(各省各庁所管),回田地区,東京都東大和市内,16107058,148,16107058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,-,-
農林水産省,関東農政局,一般会計,普通財産(各省各庁所管),昭和中神地区,東京都昭島市内,229603108,2064.00,229603108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,-,-
農林水産省,関東農政局,一般会計,普通財産(各省各庁所管),上小山田地区,東京都多摩市内,34155000,253,34155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,-,-
