省庁名,部局名,部局所名,会計名,分類種類,所在地,口座別合計価格　（円）,土地数量　（u）,土地価格　（円）,都市計画区域,用途地域,建ぺい率,容積率,処理方法
財務省,東北財務局,盛岡財務事務所,一般会計,普通財産,岩手県盛岡市月が丘２丁目５０—３,199489368,6393.89,199489368,市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,東北財務局,盛岡財務事務所,一般会計,普通財産,岩手県盛岡市青山４−２０１−１５,8280524,317.59,8280524,市街化区域,準工業地域,60,200,当分の間入札実施が困難
財務省,東北財務局,盛岡財務事務所,一般会計,普通財産,岩手県宮古市磯鶏沖１−２,63898942,1917.16,63898942,非線引,準工業地域,60,200,当分の間入札実施が困難
財務省,東北財務局,盛岡財務事務所,一般会計,普通財産,岩手県大船渡市末崎町字大田３７−６７外１筆,4577449,495.3,4577449,非線引,都市計画用途地域指定なし,70,200,当分の間入札実施が困難
財務省,東北財務局,盛岡財務事務所,一般会計,普通財産,岩手県花巻市上小舟渡２６６−２,17215430,1050.08,17215430,市街化区域,第一種住居地域,60,200,直ちに入札実施が困難
財務省,東北財務局,盛岡財務事務所,一般会計,普通財産,岩手県花巻市四日町２−１１４−１０,1645135,168.33,1645135,非線引,第一種住居地域,60,200,一般競争入札（未実施）
財務省,東北財務局,盛岡財務事務所,一般会計,普通財産,岩手県久慈市川崎町第２地割１−６６,8304185,302.24,8304185,非線引,商業地域,80,400,一般競争入札（未実施）
財務省,東北財務局,盛岡財務事務所,一般会計,普通財産,岩手県一関市城内１ー９０,9056990,259.22,9056990,非線引,近隣商業地域,80,200,一般競争入札（未実施）
財務省,東北財務局,盛岡財務事務所,一般会計,普通財産,岩手県一関市山目字沢内６５−３,7194751,825.33,7194751,非線引,都市計画用途地域指定なし,70,200,当分の間入札実施が困難
財務省,東北財務局,盛岡財務事務所,一般会計,普通財産,岩手県一関市花泉町花泉字東鹿野４９−１,12822882,2062.57,12822882,都市計画区域外,都市計画用途地域指定なし,-,-,当分の間入札実施が困難
財務省,東北財務局,盛岡財務事務所,一般会計,普通財産,岩手県奥州市水沢区東上野町１４１−３,23690136,1326.18,23690136,非線引,第二種中高層住居専用地域,60,200,直ちに入札実施が困難
財務省,東北財務局,盛岡財務事務所,一般会計,普通財産,岩手県岩手郡雫石町上野二ツ森６−１０,2404364,353.75,2404364,非線引,都市計画用途地域指定なし,70,200,一般競争入札（未実施）
財務省,東北財務局,盛岡財務事務所,一般会計,普通財産,岩手県下閉伊郡岩泉町岩泉字向町８９−５,1989157,157.99,1989157,非線引,第一種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,東北財務局,盛岡財務事務所,一般会計,普通財産,岩手県下閉伊郡岩泉町岩泉字向町９０−９,2878038,228.59,2878038,非線引,第一種中高層住居専用地域,60,200,一般競争入札（売残）
財務省,東北財務局,盛岡財務事務所,一般会計,普通財産,岩手県下閉伊郡岩泉町岩泉字向町９３−３,1480608,208.38,1480608,非線引,第一種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,東北財務局,盛岡財務事務所,一般会計,普通財産,岩手県下閉伊郡岩泉町岩泉字向町９３−５,1009546,232.54,1009546,非線引,第一種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市保戸野すわ町９８９,40543918,803.55,40543918,市街化区域,第一種住居地域,60,200,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市八橋運動公園　３２８−４,55251657,3872.00,55251657,市街化区域,第一種中高層住居専用地域,60,200,地方公共団体等において利用
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市八橋運動公園　３２８−４,12985281,910,12985281,市街化区域,第一種中高層住居専用地域,60,200,地方公共団体等において利用
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市八橋運動公園３２８−４,18761875,1314.82,18761875,市街化区域,第一種中高層住居専用地域,60,200,地方公共団体等において利用
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市千秋中島町１０４−６外１筆,4998226,140.83,4998226,市街化区域,第二種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市千秋中島町１１０−９,5431883,256.95,5431883,市街化区域,第二種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市千秋中島町１１９−３外１筆,1927816,172.18,1927816,市街化区域,第二種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市千秋中島町１２１−２,1911684,119.93,1911684,市街化区域,第二種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市千秋中島町１２６−５外１筆,4168943,160.51,4168943,市街化区域,第二種中高層住居専用地域,60,200,直ちに入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市千秋中島町２３２−１,3977950,176.13,3977950,市街化区域,第二種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市千秋中島町２４３−８外４筆,3960495,353.35,3960495,市街化区域,第二種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市千秋中島町２４４−３,9038695,693.5,9038695,市街化区域,第二種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市千秋中島町５６７−２,1976213,203.72,1976213,市街化区域,第二種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市土崎港南３−５１０−２,47434683,2087.57,47434683,市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市土崎港相染町字沖谷地１２７,2078866,482.34,2078866,市街化区域,第二種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市大住１−３６５−２８５,31138710,1708.29,31138710,市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市大住４−４２３−２,97350738,5594.87,97350738,市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市寺内神屋敷４−２外,12139693,435.88,12139693,市街化区域,第一種低層住居専用地域,40,60,当分の間入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市将軍野桂町６８−３,56872765,2021.93,56872765,市街化区域,第一種低層住居専用地域,50,80,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市御野場新町４−８−３外１筆,9012536,390.97,9012536,市街化区域,第一種低層住居専用地域,50,80,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市新屋元町１１９−１,23741676,1173.75,23741676,市街化区域,商業地域,80,400,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市旭南２−５０５,6223312,196.36,6223312,市街化区域,商業地域,80,400,当分の間入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市河辺岩見字曲田２３−３,1029756,333.05,1029756,市街化調整区域,-,-,-,直ちに入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県秋田市飯島美砂町１６−４１８,36901495,1512.84,36901495,市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県能代市出戸本町５−５,2402900,635.77,2402900,非線引,第二種住居地域,60,200,当分の間入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県能代市字中嶋１−１６５,7139393,900.32,7139393,非線引,工業地域,60,200,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県能代市末広町６６−４７,8840215,488.42,8840215,非線引,第一種住居地域,60,200,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県能代市追分町６３,17556300,975.35,17556300,非線引,第二種住居地域,60,200,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県能代市鰄渕字家ノ下２０−２外６筆,5008591,948.73,5008591,非線引,第一種住居地域,60,200,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県横手市増田町増田字上町１２７−２２,1605212,304.45,1605212,非線引,都市計画用途地域指定なし,70,200,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県横手市増田町増田字関ノ口１３８−３,1160670,297.44,1160670,非線引,都市計画用途地域指定なし,70,200,当分の間入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県大館市二井田字贄ノ里１９７番,805997,175.95,805997,都市計画区域外,都市計画用途地域指定なし,-,-,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県大館市幸町２６−６,5467419,791.86,5467419,非線引,第一種住居地域,60,200,当分の間入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県大館市早口字上野１２２−６６,7253822,1192.31,7253822,非線引,都市計画用途地域指定なし,-,-,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県大館市片山町２−２,7682620,349.21,7682620,非線引,近隣商業地域,80,200,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県大館市片山町２−２−１４,6292440,286.02,6292440,非線引,近隣商業地域,80,200,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県大館市赤館町１３７−２,7036567,387.28,7036567,非線引,第一種住居地域,60,200,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県男鹿市脇本脇本字乍木７５−１３,1056704,198.32,1056704,非線引,都市計画用途地域指定なし,70,200,当分の間入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県男鹿市船川港南平沢字越名坂２７−４８,11757838,1894.69,11757838,非線引,第一種低層住居専用地域,50,80,当分の間入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県湯沢市千石町３−１０４−２,4605465,333.15,4605465,非線引,第一種中高層住居専用地域,60,200,直ちに入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県湯沢市湯ノ原１−１８０−１,16517366,905.21,16517366,非線引,近隣商業地域,80,200,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県湯沢市湯ノ原１−２１０−８,6566606,309.4,6566606,非線引,第一種住居地域,60,200,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県湯沢市湯ノ原１−２４０−１,554200,160.43,554200,非線引,近隣商業地域,80,200,当分の間入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県鹿角市花輪字上中島１１−１４,5779570,491.87,5779570,非線引,第一種住居地域,60,200,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県由利本荘市水林４１０−１９,8074079,491.95,8074079,非線引,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県由利本荘市水林４３１,25460924,1370.10,25460924,非線引,第一種住居地域,60,200,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県大仙市刈和野字上ノ台荒屋敷１０−１,10744773,1520.20,10744773,市街化区域,第二種低層住居専用地域,60,200,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県大仙市刈和野字上ノ台荒屋敷１０−２,7648716,2950.62,7648716,非線引,第二種低層住居専用地域,60,150,当分の間入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県大仙市大曲日の出町１−３０−３６,7048198,1013.08,7048198,非線引,第二種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県大仙市大曲田町３５３−１,16572880,720.56,16572880,非線引,近隣商業地域,80,200,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県大仙市角間川町字東本町７２−１８外２筆,1029214,112.49,1029214,非線引,都市計画用途地域指定なし,70,200,直ちに入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県北秋田市栄字中綱８２−１４,11071722,895.93,11071722,非線引,都市計画用途地域指定なし,70,200,直ちに入札実施が困難
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県仙北市田沢湖生保内字武蔵野１０５−８７７外,13650583,1191.40,13650583,非線引,第二種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県仙北市角館町外ノ山２２−７,16116278,1260.25,16116278,非線引,第一種住居地域,60,200,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県山本郡藤里町藤琴字家の後１３７−３,2652872,550.68,2652872,都市計画区域外,都市計画用途地域指定なし,-,-,一般競争入札（未実施）
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,秋田県仙北郡美郷町飯詰字南谷地１−１,1145898,522.47,1145898,都市計画区域外,-,-,-,直ちに入札実施が困難
財務省,東北財務局,山形財務事務所,一般会計,普通財産,山形県山形市飯田西５−２１３−１１,23175051,1182.28,23175051,市街化区域,準工業地域,60,200,一般競争入札（未実施）
財務省,東北財務局,山形財務事務所,一般会計,普通財産,山形県米沢市城北２−３２９９−２,3258119,193.59,3258119,非線引,第二種住居地域,60,200,一般競争入札（未実施）
財務省,東北財務局,山形財務事務所,一般会計,普通財産,山形県米沢市城西２−５３０６,3203280,277.78,3203280,非線引,近隣商業地域,80,300,直ちに入札実施が困難
財務省,東北財務局,山形財務事務所,一般会計,普通財産,山形県鶴岡市若葉町１２−２４,55613218,2312.48,55613218,市街化区域,第二種中高層住居専用地域,60,200,地方公共団体等において利用
財務省,東北財務局,山形財務事務所,一般会計,普通財産,山形県酒田市亀ヶ崎１−２１−５,19428629,1557.53,19428629,市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,東北財務局,山形財務事務所,一般会計,普通財産,山形県酒田市光ケ丘２−６１−２６９,935485,92.84,935485,市街化区域,準工業地域,60,200,当分の間入札実施が困難
財務省,東北財務局,山形財務事務所,一般会計,普通財産,山形県酒田市光ヶ丘１−１５−４４外,6695846,457.39,6695846,市街化区域,第一種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,東北財務局,山形財務事務所,一般会計,普通財産,山形県酒田市光ヶ丘２−６２−１,10207814,651.84,10207814,市街化区域,第一種住居地域,60,200,当分の間入札実施が困難
財務省,東北財務局,山形財務事務所,一般会計,普通財産,山形県酒田市光ヶ丘５−７０−４２外,30047287,2335.13,30047287,市街化区域,第一種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,東北財務局,山形財務事務所,一般会計,普通財産,山形県酒田市光ヶ丘５−７６−１２９外,18458278,1279.12,18458278,市街化区域,第一種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,東北財務局,山形財務事務所,一般会計,普通財産,山形県酒田市浜松町７５−２,113730551,36914.45,113730551,市街化区域,工業地域,60,200,当分の間入札実施が困難
財務省,東北財務局,山形財務事務所,一般会計,普通財産,山形県新庄市大字鳥越字玉ノ木１８９９−１５外,9474301,743.59,9474301,非線引,工業地域,60,200,直ちに入札実施が困難
財務省,東北財務局,山形財務事務所,一般会計,普通財産,山形県長井市幸町１５６０—３５,19849636,1377.07,19849636,非線引,第一種住居地域,60,200,地方公共団体等へ売払
財務省,東北財務局,山形財務事務所,一般会計,普通財産,山形県西村山郡朝日町大字松程字保田１１４−２外,1175529,804.86,1175529,都市計画区域外,都市計画用途地域指定なし,-,-,当分の間入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県福島市森合町１０９−１,97961793,3656.98,97961793,市街化区域,第一種住居地域,60,200,直ちに入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県福島市渡利字沖町３５,63102608,3003.17,63102608,市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県福島市狐塚１７−１２外,93433398,1902.57,93433398,市街化区域,第一種住居地域,60,200,国において利用
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県福島市狐塚１７−２０,110586361,4391.77,110586361,市街化区域,第一種住居地域,60,200,国において利用
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県会津若松市一箕町大字八幡字八幡４１−１,7873924,786.62,7873924,市街化区域,第一種住居地域,60,200,当分の間入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県会津若松市一箕町松長１−１７−６２,16573851,1161.61,16573851,市街化区域,第一種中高層住居専用地域,60,200,直ちに入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県会津若松市城前６０−４８,6721526,228.53,6721526,市街化区域,第二種住居地域,60,200,一般競争入札（未実施）
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県会津若松市城前６０−６３のうち,23298332,598.16,23298332,市街化区域,第二種住居地域,60,200,地方公共団体等へ売払
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県会津若松市城前６０−６３のうち,8790768,205.2,8790768,市街化区域,第二種住居地域,60,200,地方公共団体等へ売払
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県会津若松市城前７−３外,93669025,4061.76,93669025,市街化区域,第二種住居地域,60,200,当分の間入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県会津若松市城前７−５８外,44281087,1051.26,44281087,市街化区域,第二種住居地域,60,200,一般競争入札（未実施）
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県会津若松市宝町１６９−２,3652717,146.93,3652717,市街化区域,第一種住居地域,60,200,直ちに入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県会津若松市宝町１６９−４,17653,0.71,17653,市街化区域,第一種住居地域,60,200,直ちに入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県会津若松市神指町大字中四合字権現堰２１,2105334,1665.01,2105334,市街化区域,第一種住居地域,60,200,一般競争入札（売残）
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県会津若松市西栄町１１０,43605087,1060.27,43605087,市街化区域,第二種住居地域,60,200,一般競争入札（未実施）
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市喜久田町字双又３０−３７,6929370,338.58,6929370,市街化区域,準工業地域,60,200,当分の間入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市字山崎１１４−１,833,115.18,833,市街化区域,第一種低層住居専用地域,40,60,一般競争入札（売残）
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市安積町笹川字境橋１−１外,6912890,357.99,6912890,市街化区域,工業地域,60,200,一般競争入札（未実施）
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市富久山町久保田字中台６０−２,5515138,800.1,5515138,市街化区域,工業地域,60,200,直ちに入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市富久山町久保田字中台７−１,5821654,880.2,5821654,市街化区域,工業地域,60,200,直ちに入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市富久山町久保田字中台８９−１,3533193,793.04,3533193,市街化区域,工業地域,60,200,直ちに入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市富久山町久保田字伊賀河原４４−２,31502314,1799.28,31502314,市街化区域,第一種住居地域,60,200,地方公共団体等において利用
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市富久山町久保田字南田１０１−１外,2093181,137.19,2093181,市街化区域,工業地域,60,200,直ちに入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市富久山町久保田字古町２３５,14055368,679.66,14055368,市街化区域,工業地域,60,200,直ちに入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市富久山町久保田字古町５７−１,2399567,234.58,2399567,市街化区域,工業地域,60,200,直ちに入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市富久山町久保田字太郎殿前２０−１,18760717,701.86,18760717,市街化区域,工業地域,60,200,直ちに入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市富久山町久保田字太郎殿前８５−１,6842459,593.11,6842459,市街化区域,工業地域,60,200,一般競争入札（売残）
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市富久山町久保田字本木９３−１外,15248884,1152.81,15248884,市街化区域,工業地域,60,200,直ちに入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市富久山町久保田字田池３６,17500412,789.16,17500412,市街化区域,第一種住居地域,60,200,直ちに入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市富久山町久保田字石鼻３５−１,16932726,2015.52,16932726,市街化区域,工業地域,60,200,直ちに入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市富久山町久保田字麓山１２３−２,4304126,203.27,4304126,市街化区域,第一種住居地域,60,200,直ちに入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市富久山町福原字長沼５５,3461000,1097.50,3461000,市街化区域,工業地域,60,200,当分の間入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市希望ケ丘１１２−１,21517661,1419.88,21517661,市街化区域,第一種住居地域,60,200,一般競争入札（未実施）
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市希望ヶ丘１１４外,23700988,1282.76,23700988,市街化区域,第一種住居地域,60,200,地方公共団体等において利用
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市希望ヶ丘１１７−３外,31125341,1349.53,31125341,市街化区域,第一種住居地域,60,200,直ちに入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市本町１−６８−１,1118527,162.79,1118527,市街化区域,商業地域,80,400,当分の間入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市深沢１−１６５−１外,36880875,890.95,36880875,市街化区域,第二種住居地域,60,200,一般競争入札（未実施）
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市熱海町熱海３−１７６−２,8237968,502.17,8237968,市街化区域,商業地域,80,400,直ちに入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市田村町金屋字漆保５９−１,8620783,298.09,8620783,市街化区域,第一種住居地域,60,200,当分の間入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市田村町金屋字漆保６６,11812944,447.46,11812944,市街化区域,第一種住居地域,60,200,当分の間入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県郡山市赤木町１２５−３外,2919399,122.67,2919399,市街化区域,第一種住居地域,60,200,当分の間入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県いわき市小名浜下神白字武城１２５−２,1385568,1076.68,1385568,市街化区域,第一種住居地域,60,200,当分の間入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県いわき市小名浜玉川町南１８−２,31781153,1374.13,31781153,市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県いわき市小川町三島字上川原１５７,5388932,450.99,5388932,市街化調整区域,-,60,200,一般競争入札（未実施）
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県いわき市東田町２−１９−４,39350595,1200.00,39350595,市街化区域,第二種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県いわき市植田町本町１−１−８,6583360,280.97,6583360,市街化区域,商業地域,80,400,当分の間入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県いわき市錦町安良町８−１外,16728049,1413.10,16728049,市街化区域,第一種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県喜多方市字西四ツ谷１９外,16064099,761.44,16064099,市街化区域,第一種住居地域,60,200,一般競争入札（未実施）
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県相馬市中村字大手先７３,7130993,378.36,7130993,非線引,第一種住居地域,60,200,当分の間入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県岩瀬郡鏡石町東町３５−１外,5127839,766.12,5127839,市街化区域,第一種住居地域,60,200,当分の間入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県河沼郡会津坂下町字稲荷塚７７,9000000,1565.80,9000000,非線引,第一種中高層住居専用地域,50,150,当分の間入札実施が困難
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県大沼郡昭和村大字大芦字中組２１３−３外,654726,330.67,654726,都市計画区域外,都市計画用途地域指定なし,-,-,地方公共団体等へ売払
財務省,東北財務局,福島財務事務所,一般会計,普通財産,福島県西白河郡西郷村大字米字椙山６８−３,11944855,988.24,11944855,非線引,都市計画用途地域指定なし,60,200,一般競争入札（未実施）
財務省,関東財務局,本局,一般会計,普通財産,埼玉県さいたま市西区大字指扇字木３８９５−１,41985450,490.16,41985450,市街化区域,第一種低層住居専用地域,50,100,直ちに入札実施が困難
財務省,関東財務局,本局,一般会計,普通財産,埼玉県さいたま市西区大字指扇字木４２０７−１外４筆,32784318,509.66,32784318,市街化区域,第一種低層住居専用地域,50,100,直ちに入札実施が困難
財務省,関東財務局,本局,一般会計,普通財産,埼玉県さいたま市西区大字清河寺字丸山３６３−２,58079591,1043.69,58079591,市街化区域,第一種低層住居専用地域,50,100,直ちに入札実施が困難
財務省,関東財務局,本局,一般会計,普通財産,埼玉県さいたま市西区大字高木字小明１０９９−５,18253920,714.94,18253920,市街化区域,第一種低層住居専用地域,50,100,直ちに入札実施が困難
財務省,関東財務局,本局,一般会計,普通財産,埼玉県さいたま市西区大字高木字小明１１１７−３,10199322,168.08,10199322,市街化区域,第一種低層住居専用地域,50,100,直ちに入札実施が困難
財務省,関東財務局,本局,一般会計,普通財産,埼玉県さいたま市西区大字高木字小明９９５−４,22997376,435.88,22997376,市街化区域,第一種低層住居専用地域,50,100,直ちに入札実施が困難
財務省,関東財務局,本局,一般会計,普通財産,埼玉県さいたま市西区大字高木字氷川９３０−１,41002416,760.03,41002416,市街化区域,第一種低層住居専用地域,50,100,直ちに入札実施が困難
財務省,関東財務局,本局,一般会計,普通財産,埼玉県さいたま市西区大字高木字道下７１１−２,135782442,2351.72,135782442,市街化区域,第一種低層住居専用地域,50,100,直ちに入札実施が困難
財務省,関東財務局,本局,一般会計,普通財産,埼玉県さいたま市西区大字高木字道下７２９−２外１筆,68160277,1180.52,68160277,市街化区域,第一種低層住居専用地域,50,100,直ちに入札実施が困難
財務省,関東財務局,本局,一般会計,普通財産,埼玉県さいたま市北区日進町１−１６６−６外１筆,12971877,200.81,12971877,市街化調整区域,都市計画用途地域指定なし,60,200,直ちに入札実施が困難
